action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A010817,D007211,Reschedule_Production,,,F003,,,,5361,22859.94,4,0.05,7,0.95,True
A010818,D007212,Expedite_Shipment,,,F003,R0176,S088,F003,10000,216.58,1,0.05,2,0.95,True
A010819,D007213,Switch_Supplier,S076,C076,F004,,S076,F004,10000,6308.75,0,0.1525,5,0.8475,False
A010820,D007213,Use_Backup_Inventory,,C304,F004,R0810,W005,W006,7228,175.22,4,0.05,1,0.95,True
A010821,D007214,Reallocate_Inventory,,C350,F004,R0853,W027,W028,10000,1167.04,2,0.05,4,0.95,True
A010822,D007215,Increase_Production,,,F004,,,,1339,44631.72,2,0.05,5,0.95,False
A010823,D007215,Reschedule_Production,,,F004,,,,5504,5950.9,2,0.05,5,0.95,True
A010824,D007216,Expedite_Shipment,,,F004,R0007,S004,F004,10000,54.79,1,0.05,2,0.95,True
A010825,D007217,Switch_Supplier,S030,C030,F005,,S030,F005,10000,62396.05,0,0.2118,26,0.7882,False
A010826,D007217,Use_Backup_Inventory,,C210,F005,R0807,W004,W005,10000,530.52,10,0.05,2,0.95,True
A010827,D007218,Reallocate_Inventory,,C270,F005,R0809,W005,W006,6983,49.03,10,0.05,2,0.95,True
A010828,D007219,Increase_Production,,,F005,,,,1596,41749.92,2,0.05,4,0.95,True
A010829,D007219,Reschedule_Production,,,F005,,,,7252,5566.66,2,0.05,4,0.95,True
A010830,D007220,Expedite_Shipment,,,F005,R0043,S022,F005,10000,180.4,1,0.05,2,0.95,True
A010831,D007221,Switch_Supplier,S008,C008,F006,,S008,F006,10000,1153.7,0,0.1276,9,0.8724,False
A010832,D007221,Use_Backup_Inventory,,C142,F006,R0932,W028,W022,10000,104.1,2,0.05,1,0.95,True
A010833,D007222,Reallocate_Inventory,,C172,F006,R0987,W023,W030,4276,385.49,0,0.05,5,0.95,False
A010834,D007223,Increase_Production,,,F006,,,,997,81555.33,3,0.05,6,0.95,False
A010835,D007223,Reschedule_Production,,,F006,,,,1550,10874.04,3,0.05,6,0.95,False
A010836,D007224,Expedite_Shipment,,,F006,R0104,S052,F006,10000,52.28,4,0.05,4,0.95,True
A010837,D007225,Switch_Supplier,S045,C045,F007,,S045,F007,10000,40476.8,0,0.1807,5,0.8193,False
A010838,D007225,Use_Backup_Inventory,,C108,F007,R0968,W026,W018,9155,546.18,2,0.05,1,0.95,True
A010839,D007226,Reallocate_Inventory,,C091,F007,R0807,W004,W005,10000,278.18,2,0.05,2,0.95,True
A010840,D007227,Increase_Production,,,F007,,,,3108,170079.6,3,0.05,5,0.95,False
A010841,D007227,Reschedule_Production,,,F007,,,,3061,22677.28,3,0.05,5,0.95,False
A010842,D007228,Expedite_Shipment,,,F007,R0167,S084,F007,10000,87.86,5,0.05,6,0.95,True
A010843,D007229,Switch_Supplier,S002,C002,F008,,S002,F008,10000,3804.8,0,0.0535,18,0.9465,False
A010844,D007229,Use_Backup_Inventory,,C178,F008,R0803,W002,W003,10000,548.82,9,0.05,3,0.95,True
A010845,D007230,Reallocate_Inventory,,C200,F008,R0839,W020,W021,6962,126.0,9,0.05,1,0.95,True
A010846,D007231,Increase_Production,,,F008,,,,1764,101789.87,3,0.05,6,0.95,False
A010847,D007231,Reschedule_Production,,,F008,,,,4153,13571.98,3,0.05,6,0.95,True
A010848,D007232,Expedite_Shipment,,,F008,R0200,S100,F008,10000,162.54,5,0.05,6,0.95,True
A010849,D007233,Switch_Supplier,S044,C044,F009,,S044,F009,10000,21693.1,0,0.1033,25,0.8967,False
A010850,D007233,Use_Backup_Inventory,,C037,F009,R0819,W010,W011,10000,105.72,3,0.05,1,0.95,True
A010851,D007234,Reallocate_Inventory,,C165,F009,R0842,W021,W022,5724,138.68,1,0.05,1,0.95,True
A010852,D007235,Increase_Production,,,F009,,,,2040,37411.68,1,0.05,2,0.95,True
A010853,D007235,Reschedule_Production,,,F009,,,,1429,4988.22,1,0.05,2,0.95,False
A010854,D007236,Expedite_Shipment,,,F009,R0045,S023,F009,10000,208.0,1,0.05,1,0.95,True
A010855,D007237,Switch_Supplier,S021,C021,F010,,S021,F010,10000,17250.0,0,0.1103,21,0.8897,False
A010856,D007237,Use_Backup_Inventory,,C135,F010,R0835,W018,W019,10000,232.67,6,0.05,2,0.95,True
A010857,D007238,Reallocate_Inventory,,C500,F010,R0959,W025,W024,10000,194.93,7,0.05,2,0.95,True
A010858,D007239,Increase_Production,,,F010,,,,576,94936.95,5,0.05,9,0.95,False
A010859,D007239,Reschedule_Production,,,F010,,,,545,12658.26,5,0.05,9,0.95,False
A010860,D007240,Expedite_Shipment,,,F010,R0105,S053,F010,10000,129.0,5,0.05,6,0.95,True
A010861,D007241,Switch_Supplier,S020,C020,F011,,S020,F011,10000,13933.45,0,0.0739,4,0.9261,False
A010862,D007241,Use_Backup_Inventory,,C122,F011,R0809,W005,W006,10000,194.71,0,0.05,2,0.95,False
A010863,D007242,Reallocate_Inventory,,C361,F011,R0804,W002,W003,10000,2061.92,11,0.05,1,0.95,True
A010864,D007243,Increase_Production,,,F011,,,,2070,313458.39,2,0.05,3,0.95,False
A010865,D007243,Reschedule_Production,,,F011,,,,1636,41794.45,2,0.05,3,0.95,False
A010866,D007244,Expedite_Shipment,,,F011,R0172,S086,F011,10000,242.1,6,0.05,6,0.95,True
A010867,D007245,Switch_Supplier,S010,C010,F012,,S010,F012,10000,479.75,0,0.1074,17,0.8926,False
A010868,D007245,Use_Backup_Inventory,,C274,F012,R0946,W011,W005,10000,68.77,1,0.05,1,0.95,True
A010869,D007246,Reallocate_Inventory,,C199,F012,R0874,W019,W023,10000,275.33,4,0.05,1,0.95,True
A010870,D007247,Increase_Production,,,F012,,,,4448,231592.88,5,0.05,8,0.95,True
A010871,D007247,Reschedule_Production,,,F012,,,,6649,30879.05,5,0.05,8,0.95,True
A010872,D007248,Expedite_Shipment,,,F012,R0027,S014,F012,10000,580.73,2,0.05,3,0.95,True
A010873,D007249,Switch_Supplier,S006,C006,F013,,S006,F013,10000,24358.75,11,0.0352,3,0.9648,True
A010874,D007249,Use_Backup_Inventory,,C155,F013,R0909,W008,W011,10000,1546.53,11,0.05,3,0.95,True
A010875,D007250,Reallocate_Inventory,,C469,F013,R0839,W020,W021,10000,142.64,1,0.05,1,0.95,True
A010876,D007251,Increase_Production,,,F013,,,,740,64399.56,4,0.05,6,0.95,False
A010877,D007251,Reschedule_Production,,,F013,,,,663,8586.61,4,0.05,6,0.95,False
A010878,D007252,Expedite_Shipment,,,F013,R0110,S055,F013,10000,288.33,5,0.05,5,0.95,True
A010879,D007253,Switch_Supplier,S020,C020,F014,,S020,F014,10000,9253.95,3,0.0739,4,0.9261,True
A010880,D007253,Use_Backup_Inventory,,C346,F014,R0839,W020,W021,6531,98.21,6,0.05,1,0.95,True
A010881,D007254,Reallocate_Inventory,,C023,F014,R0960,W025,W024,3515,263.55,12,0.05,1,0.95,True
A010882,D007255,Increase_Production,,,F014,,,,1291,73357.65,4,0.05,8,0.95,False
A010883,D007255,Reschedule_Production,,,F014,,,,1280,9781.02,4,0.05,8,0.95,False
A010884,D007256,Expedite_Shipment,,,F014,R0091,S046,F014,10000,180.54,2,0.05,2,0.95,True
A010885,D007257,Switch_Supplier,S010,C010,F015,,S010,F015,10000,2060.4,0,0.1074,17,0.8926,False
A010886,D007257,Use_Backup_Inventory,,C390,F015,R0803,W002,W003,10000,132.88,8,0.05,3,0.95,True
A010887,D007258,Reallocate_Inventory,,C225,F015,R0832,W016,W017,5311,408.58,12,0.05,1,0.95,True
A010888,D007259,Increase_Production,,,F015,,,,4725,46166.99,5,0.05,9,0.95,True
A010889,D007259,Reschedule_Production,,,F015,,,,3209,6155.6,5,0.05,9,0.95,True
A010890,D007260,Expedite_Shipment,,,F015,R0196,S098,F015,10000,206.28,6,0.05,7,0.95,True
A010891,D007261,Switch_Supplier,S030,C030,F016,,S030,F016,10000,65121.75,0,0.2118,26,0.7882,False
A010892,D007261,Use_Backup_Inventory,,C425,F016,R0822,W011,W012,10000,1864.56,9,0.05,1,0.95,True
A010893,D007262,Reallocate_Inventory,,C356,F016,R0851,W026,W027,10000,554.02,10,0.05,4,0.95,True
A010894,D007263,Increase_Production,,,F016,,,,2440,159828.9,1,0.05,2,0.95,False
A010895,D007263,Reschedule_Production,,,F016,,,,6402,21310.52,1,0.05,2,0.95,True
A010896,D007264,Expedite_Shipment,,,F016,R0002,S001,F016,10000,206.54,3,0.05,4,0.95,True
A010897,D007265,Switch_Supplier,S023,C023,F017,,S023,F017,10000,5253.8,1,0.2929,10,0.7071,True
A010898,D007265,Use_Backup_Inventory,,C359,F017,R0805,W003,W004,10000,203.86,7,0.05,4,0.95,True
A010899,D007266,Reallocate_Inventory,,C290,F017,R0982,W020,W028,3480,2042.02,7,0.05,1,0.95,True
A010900,D007267,Increase_Production,,,F017,,,,1638,23994.38,4,0.05,7,0.95,False
A010901,D007267,Reschedule_Production,,,F017,,,,5279,3199.25,4,0.05,7,0.95,True
A010902,D007268,Expedite_Shipment,,,F017,R0179,S090,F017,10000,337.61,3,0.05,4,0.95,True
A010903,D007269,Switch_Supplier,S001,C001,F018,,S001,F018,10000,917.0,0,0.2032,18,0.7968,False
A010904,D007269,Use_Backup_Inventory,,C293,F018,R0965,W025,W030,7549,167.08,1,0.05,2,0.95,True
A010905,D007270,Reallocate_Inventory,,C024,F018,R0990,W024,W001,5156,863.67,9,0.05,1,0.95,True
A010906,D007271,Increase_Production,,,F018,,,,373,25109.07,5,0.05,9,0.95,False
A010907,D007271,Reschedule_Production,,,F018,,,,1631,3347.88,5,0.05,9,0.95,True
A010908,D007272,Expedite_Shipment,,,F018,R0115,S058,F018,10000,35.98,3,0.05,4,0.95,True
A010909,D007273,Switch_Supplier,S005,C005,F019,,S005,F019,10000,11211.2,6,0.219,3,0.781,True
A010910,D007273,Use_Backup_Inventory,,C364,F019,R1000,W012,W008,10000,944.23,8,0.05,1,0.95,True
A010911,D007274,Reallocate_Inventory,,C177,F019,R0876,W027,W001,9774,4574.54,13,0.05,1,0.95,True
A010912,D007275,Increase_Production,,,F019,,,,720,159634.2,1,0.05,2,0.95,False
A010913,D007275,Reschedule_Production,,,F019,,,,1833,21284.56,1,0.05,2,0.95,False
A010914,D007276,Expedite_Shipment,,,F019,R0113,S057,F019,10000,290.74,2,0.05,3,0.95,True
A010915,D007277,Switch_Supplier,S022,C022,F020,,S022,F020,10000,42009.0,0,0.2281,16,0.7719,False
A010916,D007277,Use_Backup_Inventory,,C397,F020,R0826,W013,W014,10000,3144.59,13,0.05,1,0.95,True
A010917,D007278,Reallocate_Inventory,,C177,F020,R0801,W001,W002,9612,828.77,1,0.05,2,0.95,True
A010918,D007279,Increase_Production,,,F020,,,,1152,177995.61,2,0.05,5,0.95,False
A010919,D007279,Reschedule_Production,,,F020,,,,1985,23732.75,2,0.05,5,0.95,False
A010920,D007280,Expedite_Shipment,,,F020,R0154,S077,F020,10000,850.78,4,0.05,5,0.95,True
A010921,D007281,Switch_Supplier,S018,C018,F001,,S018,F001,10000,49529.9,0,0.0862,16,0.9138,False
A010922,D007281,Use_Backup_Inventory,,C483,F001,R0955,W006,W011,10000,832.78,9,0.05,2,0.95,True
A010923,D007282,Reallocate_Inventory,,C092,F001,R0812,W006,W007,4493,936.12,3,0.05,1,0.95,True
A010924,D007283,Increase_Production,,,F001,,,,564,95934.12,4,0.05,6,0.95,False
A010925,D007283,Reschedule_Production,,,F001,,,,973,12791.22,4,0.05,6,0.95,False
A010926,D007284,Expedite_Shipment,,,F001,R0085,S043,F001,10000,208.62,4,0.05,5,0.95,True
A010927,D007285,Switch_Supplier,S023,C023,F002,,S023,F002,10000,19271.2,0,0.2929,10,0.7071,False
A010928,D007285,Use_Backup_Inventory,,C459,F002,R0819,W010,W011,10000,160.05,6,0.05,1,0.95,True
A010929,D007286,Reallocate_Inventory,,C279,F002,R0828,W014,W015,8824,489.27,7,0.05,1,0.95,True
A010930,D007287,Increase_Production,,,F002,,,,2000,18783.44,5,0.05,8,0.95,True
A010931,D007287,Reschedule_Production,,,F002,,,,1953,2504.46,5,0.05,8,0.95,True
A010932,D007288,Expedite_Shipment,,,F002,R0131,S066,F002,10000,232.62,2,0.05,2,0.95,True
A010933,D007289,Switch_Supplier,S049,C049,F003,,S049,F003,10000,47979.8,0,0.0302,16,0.9698,False
A010934,D007289,Use_Backup_Inventory,,C215,F003,R0818,W009,W010,10000,1731.57,5,0.05,1,0.95,True
A010935,D007290,Reallocate_Inventory,,C408,F003,R0874,W019,W023,10000,764.79,5,0.05,1,0.95,True
A010936,D007291,Increase_Production,,,F003,,,,2822,27330.6,2,0.05,3,0.95,True
A010937,D007291,Reschedule_Production,,,F003,,,,5361,3644.08,2,0.05,3,0.95,True
A010938,D007292,Expedite_Shipment,,,F003,R0176,S088,F003,10000,79.02,6,0.05,7,0.95,True
A010939,D007293,Switch_Supplier,S016,C016,F004,,S016,F004,10000,15205.5,0,0.3293,23,0.6707,False
A010940,D007293,Use_Backup_Inventory,,C306,F004,R0818,W009,W010,4334,1609.45,11,0.05,1,0.95,True
A010941,D007294,Reallocate_Inventory,,C267,F004,R0853,W027,W028,7902,512.83,1,0.05,4,0.95,True
A010942,D007295,Increase_Production,,,F004,,,,1339,12286.26,0,0.05,2,0.95,False
A010943,D007295,Reschedule_Production,,,F004,,,,5504,1638.17,0,0.05,2,0.95,False
A010944,D007296,Expedite_Shipment,,,F004,R0138,S069,F004,10000,103.45,5,0.05,6,0.95,True
A010945,D007297,Switch_Supplier,S033,C033,F005,,S033,F005,10000,6360.2,0,0.0629,25,0.9371,False
A010946,D007297,Use_Backup_Inventory,,C384,F005,R0847,W024,W025,9794,79.78,2,0.05,2,0.95,True
A010947,D007298,Reallocate_Inventory,,C157,F005,R0827,W014,W015,10000,608.06,6,0.05,2,0.95,True
A010948,D007299,Increase_Production,,,F005,,,,1596,32307.84,0,0.05,2,0.95,False
A010949,D007299,Reschedule_Production,,,F005,,,,7252,4307.71,0,0.05,2,0.95,False
A010950,D007300,Expedite_Shipment,,,F005,R0168,S084,F005,10000,76.78,4,0.05,5,0.95,True
A010951,D007301,Switch_Supplier,S001,C001,F006,,S001,F006,10000,7521.0,0,0.2032,18,0.7968,False
A010952,D007301,Use_Backup_Inventory,,C328,F006,R0804,W002,W003,10000,3911.27,7,0.05,1,0.95,True
A010953,D007302,Reallocate_Inventory,,C293,F006,R0856,W028,W029,7813,1196.52,6,0.05,1,0.95,True
A010954,D007303,Increase_Production,,,F006,,,,997,21799.08,2,0.05,4,0.95,True
A010955,D007303,Reschedule_Production,,,F006,,,,1550,2906.54,2,0.05,4,0.95,True
A010956,D007304,Expedite_Shipment,,,F006,R0107,S054,F006,10000,240.12,3,0.05,4,0.95,True
A010957,D007305,Switch_Supplier,S013,C013,F007,,S013,F007,10000,3628.8,0,0.2748,15,0.7252,False
A010958,D007305,Use_Backup_Inventory,,C184,F007,R1000,W012,W008,10000,169.19,1,0.05,1,0.95,True
A010959,D007306,Reallocate_Inventory,,C064,F007,R0811,W006,W007,6635,1376.15,4,0.05,4,0.95,True
A010960,D007307,Increase_Production,,,F007,,,,3108,60853.05,2,0.05,5,0.95,True
A010961,D007307,Reschedule_Production,,,F007,,,,3061,8113.74,2,0.05,5,0.95,True
A010962,D007308,Expedite_Shipment,,,F007,R0128,S064,F007,10000,572.32,1,0.05,1,0.95,True
A010963,D007309,Switch_Supplier,S022,C022,F008,,S022,F008,10000,22070.4,0,0.2281,16,0.7719,False
A010964,D007309,Use_Backup_Inventory,,C020,F008,R0854,W027,W028,5719,1585.02,10,0.05,1,0.95,True
A010965,D007310,Reallocate_Inventory,,C200,F008,R0931,W028,W022,6778,119.65,9,0.05,1,0.95,True
A010966,D007311,Increase_Production,,,F008,,,,1764,17662.58,3,0.05,6,0.95,True
A010967,D007311,Reschedule_Production,,,F008,,,,4153,2355.01,3,0.05,6,0.95,True
A010968,D007312,Expedite_Shipment,,,F008,R0200,S100,F008,10000,355.76,3,0.05,3,0.95,True
A010969,D007313,Switch_Supplier,S016,C016,F009,,S016,F009,10000,44632.25,0,0.3293,23,0.6707,False
A010970,D007313,Use_Backup_Inventory,,C388,F009,R0856,W028,W029,10000,1581.06,9,0.05,1,0.95,True
A010971,D007314,Reallocate_Inventory,,C203,F009,R0856,W028,W029,10000,742.22,5,0.05,1,0.95,True
A010972,D007315,Increase_Production,,,F009,,,,2040,34184.16,2,0.05,4,0.95,True
A010973,D007315,Reschedule_Production,,,F009,,,,1429,4557.89,2,0.05,4,0.95,False
A010974,D007316,Expedite_Shipment,,,F009,R0175,S088,F009,10000,333.63,5,0.05,5,0.95,True
A010975,D007317,Switch_Supplier,S007,C007,F010,,S007,F010,10000,17930.2,0,0.137,17,0.863,False
A010976,D007317,Use_Backup_Inventory,,C276,F010,R0957,W012,W014,10000,895.4,11,0.05,3,0.95,True
A010977,D007318,Reallocate_Inventory,,C005,F010,R0909,W008,W011,10000,62.69,0,0.05,3,0.95,False
A010978,D007319,Increase_Production,,,F010,,,,576,95216.63,0,0.05,2,0.95,False
A010979,D007319,Reschedule_Production,,,F010,,,,545,12695.55,0,0.05,2,0.95,False
A010980,D007320,Expedite_Shipment,,,F010,R0059,S030,F010,10000,161.44,1,0.05,1,0.95,True
A010981,D007321,Switch_Supplier,S024,C024,F011,,S024,F011,10000,2860.2,4,0.1204,7,0.8796,True
A010982,D007321,Use_Backup_Inventory,,C203,F011,R0857,W029,W030,10000,144.91,7,0.05,4,0.95,True
A010983,D007322,Reallocate_Inventory,,C094,F011,R0999,W012,W008,10000,139.05,2,0.05,1,0.95,True
A010984,D007323,Increase_Production,,,F011,,,,2070,42982.8,3,0.05,5,0.95,True
A010985,D007323,Reschedule_Production,,,F011,,,,1636,5731.04,3,0.05,5,0.95,True
A010986,D007324,Expedite_Shipment,,,F011,R0041,S021,F011,10000,73.71,3,0.05,4,0.95,True
A010987,D007325,Switch_Supplier,S009,C009,F012,,S009,F012,10000,21334.8,0,0.1422,24,0.8578,False
A010988,D007325,Use_Backup_Inventory,,C450,F012,R0859,W030,W001,10000,380.73,12,0.05,1,0.95,True
A010989,D007326,Reallocate_Inventory,,C207,F012,R0857,W029,W030,10000,510.31,2,0.05,4,0.95,True
A010990,D007327,Increase_Production,,,F012,,,,4448,144043.5,2,0.05,5,0.95,True
A010991,D007327,Reschedule_Production,,,F012,,,,6649,19205.8,2,0.05,5,0.95,True
A010992,D007328,Expedite_Shipment,,,F012,R0197,S099,F012,10000,77.8,6,0.05,6,0.95,True
A010993,D007329,Switch_Supplier,S008,C008,F013,,S008,F013,10000,20052.8,0,0.1276,9,0.8724,False
A010994,D007329,Use_Backup_Inventory,,C173,F013,R0960,W025,W024,10000,1284.39,8,0.05,1,0.95,True
A010995,D007330,Reallocate_Inventory,,C376,F013,R0845,W023,W024,3252,1160.11,3,0.05,4,0.95,False
A010996,D007331,Increase_Production,,,F013,,,,740,35905.05,5,0.05,8,0.95,False
A010997,D007331,Reschedule_Production,,,F013,,,,663,4787.34,5,0.05,8,0.95,False
A010998,D007332,Expedite_Shipment,,,F013,R0093,S047,F013,10000,399.7,6,0.05,6,0.95,True
A010999,D007333,Switch_Supplier,S022,C022,F014,,S022,F014,10000,65511.05,0,0.2281,16,0.7719,False
A011000,D007333,Use_Backup_Inventory,,C346,F014,R0839,W020,W021,6531,508.43,9,0.05,1,0.95,True
A011001,D007334,Reallocate_Inventory,,C346,F014,R0843,W022,W023,6485,1245.57,3,0.05,3,0.95,True
A011002,D007335,Increase_Production,,,F014,,,,1291,10236.92,1,0.05,3,0.95,True
A011003,D007335,Reschedule_Production,,,F014,,,,1280,1364.92,1,0.05,3,0.95,True
A011004,D007336,Expedite_Shipment,,,F014,R0091,S046,F014,10000,67.71,5,0.05,6,0.95,True
A011005,D007337,Switch_Supplier,S015,C015,F015,,S015,F015,10000,19133.3,0,0.1943,15,0.8057,False
A011006,D007337,Use_Backup_Inventory,,C470,F015,R0848,W024,W025,7200,717.71,8,0.05,1,0.95,True
A011007,D007338,Reallocate_Inventory,,C280,F015,R0825,W013,W014,10000,338.38,0,0.05,4,0.95,False
A011008,D007339,Increase_Production,,,F015,,,,4725,1404.68,5,0.05,9,0.95,True
A011009,D007339,Reschedule_Production,,,F015,,,,3209,187.29,5,0.05,9,0.95,True
A011010,D007340,Expedite_Shipment,,,F015,R0160,S080,F015,10000,58.48,5,0.05,6,0.95,True
A011011,D007341,Switch_Supplier,S021,C021,F016,,S021,F016,10000,14970.0,0,0.1103,21,0.8897,False
A011012,D007341,Use_Backup_Inventory,,C242,F016,R0813,W007,W008,7199,438.84,0,0.05,4,0.95,False
A011013,D007342,Reallocate_Inventory,,C433,F016,R0828,W014,W015,10000,951.81,3,0.05,1,0.95,True
A011014,D007343,Increase_Production,,,F016,,,,2440,22103.4,2,0.05,3,0.95,True
A011015,D007343,Reschedule_Production,,,F016,,,,6402,2947.12,2,0.05,3,0.95,True
A011016,D007344,Expedite_Shipment,,,F016,R0058,S029,F016,10000,212.95,5,0.05,6,0.95,True
A011017,D007345,Switch_Supplier,S009,C009,F017,,S009,F017,10000,32213.8,0,0.1422,24,0.8578,False
A011018,D007345,Use_Backup_Inventory,,C213,F017,R0810,W005,W006,10000,1811.5,2,0.05,1,0.95,True
A011019,D007346,Reallocate_Inventory,,C171,F017,R0932,W028,W022,9853,1538.43,7,0.05,1,0.95,True
A011020,D007347,Increase_Production,,,F017,,,,1638,61955.63,2,0.05,4,0.95,False
A011021,D007347,Reschedule_Production,,,F017,,,,5279,8260.75,2,0.05,4,0.95,True
A011022,D007348,Expedite_Shipment,,,F017,R0025,S013,F017,10000,454.91,7,0.05,7,0.95,True
A011023,D007349,Switch_Supplier,S029,C029,F018,,S029,F018,10000,46702.4,0,0.1237,17,0.8763,False
A011024,D007349,Use_Backup_Inventory,,C433,F018,R0912,W014,W020,10000,798.14,10,0.05,1,0.95,True
A011025,D007350,Reallocate_Inventory,,C178,F018,R0807,W004,W005,10000,424.32,3,0.05,2,0.95,True
A011026,D007351,Increase_Production,,,F018,,,,373,420548.0,2,0.05,4,0.95,False
A011027,D007351,Reschedule_Production,,,F018,,,,1631,56073.07,2,0.05,4,0.95,False
A011028,D007352,Expedite_Shipment,,,F018,R0068,S034,F018,10000,309.56,5,0.05,6,0.95,True
A011029,D007353,Switch_Supplier,S010,C010,F019,,S010,F019,10000,19952.55,0,0.1074,17,0.8926,False
A011030,D007353,Use_Backup_Inventory,,C477,F019,R0802,W001,W002,10000,1599.5,3,0.05,1,0.95,True
A011031,D007354,Reallocate_Inventory,,C004,F019,R0813,W007,W008,10000,1225.16,7,0.05,4,0.95,True
A011032,D007355,Increase_Production,,,F019,,,,720,17690.81,5,0.05,9,0.95,True
A011033,D007355,Reschedule_Production,,,F019,,,,1833,2358.77,5,0.05,9,0.95,True
A011034,D007356,Expedite_Shipment,,,F019,R0127,S064,F019,10000,636.58,3,0.05,3,0.95,True
A011035,D007357,Switch_Supplier,S018,C018,F020,,S018,F020,10000,33942.6,0,0.0862,16,0.9138,False
A011036,D007357,Use_Backup_Inventory,,C439,F020,R0852,W026,W027,2375,2777.01,2,0.05,1,0.95,False
A011037,D007358,Reallocate_Inventory,,C155,F020,R0895,W006,W013,10000,234.87,1,0.05,3,0.95,True
A011038,D007359,Increase_Production,,,F020,,,,1152,76290.23,1,0.05,2,0.95,False
A011039,D007359,Reschedule_Production,,,F020,,,,1985,10172.03,1,0.05,2,0.95,True
A011040,D007360,Expedite_Shipment,,,F020,R0193,S097,F020,10000,713.35,2,0.05,2,0.95,True
A011041,D007361,Switch_Supplier,S001,C001,F001,,S001,F001,10000,4445.0,0,0.2032,18,0.7968,False
A011042,D007361,Use_Backup_Inventory,,C216,F001,R0909,W008,W011,10000,941.41,0,0.05,3,0.95,False
A011043,D007362,Reallocate_Inventory,,C392,F001,R0804,W002,W003,9919,4153.5,13,0.05,1,0.95,True
A011044,D007363,Increase_Production,,,F001,,,,564,25578.6,5,0.05,8,0.95,True
A011045,D007363,Reschedule_Production,,,F001,,,,973,3410.48,5,0.05,8,0.95,True
A011046,D007364,Expedite_Shipment,,,F001,R0075,S038,F001,10000,275.62,1,0.05,1,0.95,True
A011047,D007365,Switch_Supplier,S050,C050,F002,,S050,F002,10000,41951.0,8,0.3596,3,0.6404,True
A011048,D007365,Use_Backup_Inventory,,C001,F002,R0810,W005,W006,10000,504.34,10,0.05,1,0.95,True
A011049,D007366,Reallocate_Inventory,,C459,F002,R0888,W015,W017,10000,1468.9,12,0.05,1,0.95,True
A011050,D007367,Increase_Production,,,F002,,,,2000,2320.23,2,0.05,4,0.95,True
A011051,D007367,Reschedule_Production,,,F002,,,,1953,309.36,2,0.05,4,0.95,True
A011052,D007368,Expedite_Shipment,,,F002,R0071,S036,F002,10000,169.52,6,0.05,6,0.95,True
A011053,D007369,Switch_Supplier,S045,C045,F003,,S045,F003,10000,145184.0,0,0.1807,5,0.8193,False
A011054,D007369,Use_Backup_Inventory,,C287,F003,R0847,W024,W025,10000,814.63,0,0.05,2,0.95,False
A011055,D007370,Reallocate_Inventory,,C031,F003,R0816,W008,W009,10000,716.39,6,0.05,1,0.95,True
A011056,D007371,Increase_Production,,,F003,,,,2822,152584.74,0,0.05,2,0.95,False
A011057,D007371,Reschedule_Production,,,F003,,,,5361,20344.63,0,0.05,2,0.95,False
A011058,D007372,Expedite_Shipment,,,F003,R0176,S088,F003,10000,83.93,3,0.05,4,0.95,True
